phase;name;index;predecessors;type;microProjects;smallProjects;avgProjects;bigProjects;veryBigProjects;hugeProjects;category;discipline;description;author
Construction;Assess and Advocate Quality;470;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Odnosi sie do oceny jakosci otrzymanych wynikow;lukasz GUZEK
Construction;Test and Evaluate [within Scope];471;;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Ten wzorzec mozliwosci obejmuje czynnosci wymagane do testowania w okreslonym zakresie. Zakres moze dotyczyc okreslonego poziomu lub rodzaju testu, takiego jak test funkcji. Moze rowniez ograniczac sie do komponentow lub ich czesci, ktore zostaly zaimplementowane lub maja zostac zaimplementowane podczas iteracji;lukasz GUZEK
Construction;Test and Evaluate;472;;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;;lukasz GUZEK
Construction;Define Test Details;473;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Aby uzyskac bardziej szczegolowe zrozumienie Docelowego Elementu Testowego w oparciu o mozliwe Pomysly Testowe.;lukasz GUZEK
Construction;Implement Test;474;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Aby okreslic odpowiednia technike wykonania testu.;lukasz GUZEK
Construction;Implement Test Suite;475;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Aby zrozumiec pakiety testow i wybrac, ktorzy kandydaci zostana zaimplementowani.;lukasz GUZEK
Construction;Execute Test Suite;476;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Aby dokladnie ustalic srodowisko testowe w ramach przygotowan do pakietu Test Suite;lukasz GUZEK
Construction;Analyze Test Failure;477;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zebranie i zrozumienie wynikow przeprowadzonych testow.;lukasz GUZEK
Construction;Structure the Test Implementation;478;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Opracowywanie testow, ktore dzialaja jako czesc wiekszej infrastruktury testowej;lukasz GUZEK
Construction;Identify Test Ideas;479;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zrozumienie kluczowych motywatorow, ktore kieruja praca testowa dla biezacej iteracji i rozwazenie, jak odnosza sie one do jednej lub wiecej docelowych pozycji testowych.;lukasz GUZEK
Construction;Determine Test Results;480;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Aby zbadac kazdy incydent i uzyskac szczegolowe zrozumienie powstalych problemow.;lukasz GUZEK
Construction;Achieve Acceptable Mission;481;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;To dzialanie dostarcza przydatnych wynikow ewaluacji zainteresowanym stronom prac testowych, gdzie przydatny wynik ewaluacji jest oceniany pod katem misji ewaluacyjnej;lukasz GUZEK
Construction;Assess and Improve Test Effort;482;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Ocena i poprawa testow;Bartosz OCIMEK
Construction;Assess and Advocate Quality;483;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to koncentruje sie na wspieraniu ogolnych wysilkow, zwiazanych z identyfikacja luk jakosciowych, ocena ich wplywu i ryzyka oraz znalezieniem skutecznych rozwiazan.;Bartosz OCIMEK
Construction;Determine Test Results;484;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano jak dokladnie zapisac wyniki badania i jakie dzialania nalezy podjac.;Bartosz OCIMEK
Construction;Improve Test Assets;485;481,472;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Okreslenie rezultatow testow;Bartosz OCIMEK
Construction;Prepare Guidelines for the Project;486;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Przygotowanie wytycznych projektu;Bartosz OCIMEK
Construction;Define Test Approach;487;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania strategii testowania i konkretnych technik, ktore beda stosowane;Bartosz OCIMEK
Construction;Define Testability Elements;488;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak zidentyfikowac elementy, ktore beda wspierac i umozliwiac testowanie.;Bartosz OCIMEK
Construction;Structure the Test Implementation;489;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic ogolna strukture implementacji zestawu testow;Bartosz OCIMEK
Construction;Identify Test Ideas;490;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano identyfikacje sposobow przeprowadzenia testow;Bartosz OCIMEK
Construction;Define Test Details;491;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie okresla identyfikowanie szczegolow dotyczacych poszczegolnych obszarow testowania;Bartosz OCIMEK
Construction;Define Assessment and Traceability Needs;492;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano sposob definiowania wymagan dotyczacych oceny i identyfikowalnosci oraz ogolna strategie, ktora bedzie realizowana;Bartosz OCIMEK
Construction;Implement Test;493;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie ma na celu implementacje testow;Bartosz OCIMEK
Construction;Implement Test Suite;494;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie ma na celu implementacje testow;Bartosz OCIMEK
Construction;Develop Support Material [within Scope];495;337;Activity;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Implementacja;Zadanie ma na celu implementacje testow;Bartosz OCIMEK
Construction;Develop Support Material;496;;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W wyniku tego dzialania powstaja zabezpieczenia niezbedne do skuteczngo wdrozenia produktu u uzytkownikow.;Bartosz OCIMEK
Construction;Develop Training Materials;497;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Zadanie ma na celu okreslenia wymagan do opracowania materialow pomocniczych, takich jak samouczki, dokumentacja produktu, probki, w zakresie okreslonym w planie iteracji.;Bartosz OCIMEK
Construction;Develop Support Materials;498;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Zadanie ma na celu okreslenia wymagan do opracowania materialow pomocniczych;Bartosz OCIMEK
Construction;Create Product Artwork;499;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;To zadanie opisuje tworzenie szaty graficznej produktu;Bartosz OCIMEK
Construction;Develop Installation Work Products ;500;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano sposob tworzenia calego oprogramowania wymaganego do szybkiego, latwego i bezpiecznego instalowania i odinstalowywania produktu;Bartosz OCIMEK
Construction;Test and Evaluate;501;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;To proces, w ktorym system lub komponenty sa porownywane z wymaganiami i specyfikacjami przez proces testowania;Bartosz OCIMEK
Construction;Define Test Details;502;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak szczegolowo opisac idee testowe w okreslonym kontekscie;Bartosz OCIMEK
Construction;Implement Test;503;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Implementacja elementow testowych systemu;Bartosz OCIMEK
Construction;Implement Test Suite;504;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic, ktore testy powinny byc wykonywane razem.;Adrian MALIK
Construction;Execute Test Suite;505;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, w jaki sposob przeprowadzic odpowiednie zbiory badan wymaganych do oceny jakosci wyrobu oraz w jaki sposob rejestrowac wyniki badan, aby ulatwic biezaca ocene wyrobu.;Adrian MALIK
Construction;Analyze Test Failure;506;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to koncentruje sie na lokalizowaniu, izolowaniu i diagnozowaniu niepowodzen testow oraz ich skutecznym dokumentowaniu.;Adrian MALIK
Construction;Structure the Test Implementation;507;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak okreslic ogolna strukture implementacji zestawu testow.;Adrian MALIK
Construction;Identify Test Ideas;508;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;Zadanie to opisuje, jak zidentyfikowac odpowiednie pomysly na test dla kazdej kombinacji motywatorow testu i docelowych pozycji testowych.;Adrian MALIK
Construction;Determine Test Results;509;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Test;W tym zadaniu opisano, jak dokladnie zapisac wyniki badania i jakie dzialania nalezy podjac.;Adrian MALIK
Construction;Plan for Next Iteration;510;388,448,495;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W ramach tej czynnosci tworzy sie Plan iteracji, czyli drobnoziarnisty plan, ktory ma sluzyc jako przewodnik dla nastepnej iteracji.;Adrian MALIK
Construction;Develop Iteration Plan;511;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano sposob tworzenia planu iteracji poprzez zdefiniowanie zakresu, kryteriow oceny, czynnosci oraz przydzielenie odpowiedzialnosci za iteracje.;Adrian MALIK
Construction;Develop Business Case;512;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to okresla, w jaki sposob nalezy opracowac Uzasadnienie Biznesowe, identyfikujac podstawowe aspekty produktowe, biznesowe i finansowe rozwoju nowego produktu, a takze glowne ograniczenia i opcje, ktore nalezy rozwazyc.;Adrian MALIK
Construction;Iteration Plan Review;513;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano sposob zatwierdzania proponowanego planu pracy dla biezacej iteracji.;Adrian MALIK
Construction;Produce Deployment Unit;514;388,448,495;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W wyniku tego dzialania powstaje jednostka wdrozeniowa, ktora umozliwia skuteczna instalacje i uzytkowanie produktu oprogramowania.;Adrian MALIK
Construction;Write Release Notes;515;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano sposob dostarczania informacji o wydaniu, w ktorych opisano najwazniejsze nowe funkcje i zmiany wprowadzone w wydaniu, a takze wszelkie znane bledy i ograniczenia oraz sposoby obejscia problemow zwiazanych z uzytkowaniem produktu.;Adrian MALIK
Construction;Create Deployment Unit;516;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano tworzenie nosnikow dla rozwiazania, ktore umozliwiaja jego wdrozenie w srodowisku docelowym.;Adrian MALIK
Construction;Initial Operational Capability Milestone;517;336;Milestone;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;"W kamieniu milowym ""Wstepna zdolnosc operacyjna"" produkt jest gotowy do przekazania zespolowi przejsciowemu. Rozwinieto wszystkie funkcjonalnosci i zakonczono wszystkie testy alfa (jesli takie byly). Oprocz oprogramowania opracowano podrecznik uzytkownika oraz opis aktualnego wydania.";Adrian MALIK
Transition;Transition;518;335;Phase;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;Czwarta faza RUP, ktorej glownym celem jest zapewnienie, ze oprogramowanie jest gotowe do przekazania uzytkownikom.;Adrian MALIK
Transition;Transition Iteration [n];519;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;Jest to przykladowa iteracja fazy przejsciowej. Obejmuje ona czynnosci wykonywane zwykle podczas pojedynczej iteracji w fazie przejsciowej. Faza przejsciowa koncentruje sie na zapewnieniu dostepnosci oprogramowania dla jego uzytkownikow koncowych. Faza przejsciowa moze obejmowac kilka iteracji i obejmuje testowanie produktu w ramach przygotowan do wydania oraz wprowadzanie drobnych poprawek na podstawie informacji zwrotnych od uzytkownikow. Na tym etapie cyklu zycia produktu informacje zwrotne od uzytkownikow powinny koncentrowac sie glownie na dopracowaniu produktu, konfiguracji, instalacji i kwestiach uzytecznosci, poniewaz wszystkie glowne problemy strukturalne powinny zostac rozwiazane duzo wczesniej.;Adrian MALIK
Transition;Prepare Environment for an Iteration;520;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;To dzialanie przygotowuje srodowisko rozwojowe projektu do biezacej iteracji, przy czym srodowisko rozwojowe obejmuje zarowno proces, jak i narzedzia.;Patryk BARCZAK
Transition;Develop Development Case;521;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;W tym zadaniu opisano, jak utworzyc przypadek rozwojowy, ktory opisuje proces tworzenia oprogramowania dla organizacji lub projektu.;Patryk BARCZAK
